,date,branch,order
326,2023-05-19 07:01:16,Branch 3,"2S_Fries, 1S_Drink"
327,2023-06-26 19:46:26,Branch 5,"5S_Burger, 3S_Fries, 3S_Drink"
328,2023-02-07 20:58:55,Branch 3,"2S_Burger, 1S_Fries, 5S_Drink"
329,2023-10-04 14:59:06,Branch 9,"1S_Burger, 6S_Fries, 7S_Drink"
330,2023-01-26 00:59:11,Branch 6,"4S_Fries, 7S_Drink"
331,2023-04-04 15:22:42,Branch 3,"1S_Fries, 4S_Drink"
332,2023-12-04 21:24:54,Branch 1,"2S_Burger, 3S_Fries"
333,2023-09-25 19:49:06,Branch 5,"6S_Burger, 1S_Fries, 3S_Drink"
334,2023-10-07 11:20:14,Branch 1,"4S_Burger, 3S_Fries, 3S_Drink"
335,2023-01-20 10:54:12,Branch 6,"3S_Burger, 1S_Fries"
336,2023-03-13 23:31:09,Branch 2,"2S_Burger, 3S_Fries, 7S_Drink"
337,2023-02-05 21:09:53,Branch 10,"7S_Burger, 3S_Fries, 4S_Drink"
338,2023-06-26 11:16:11,Branch 1,"7S_Burger, 3S_Fries"
339,2023-12-14 14:46:21,Branch 5,"4S_Burger, 5S_Fries, 2S_Drink"
340,2023-02-28 13:29:05,Branch 9,"1S_Burger, 7S_Fries, 1S_Drink"
341,2023-03-27 14:41:39,Branch 3,"5S_Burger, 3S_Fries, 6S_Drink"
342,2023-11-09 06:40:41,Branch 2,"4S_Burger, 7S_Fries, 4S_Drink"
343,2023-03-21 12:06:13,Branch 9,"2S_Burger, 2S_Fries"
344,2023-02-26 13:09:54,Branch 9,"4S_Burger, 2S_Fries, 5S_Drink"
345,2023-03-10 03:12:49,Branch 6,"4S_Burger, 7S_Fries, 4S_Drink"
346,2023-04-18 12:41:02,Branch 5,"2S_Fries, 6S_Drink"
347,2023-02-05 15:34:40,Branch 1,"1S_Burger, 7S_Fries"
348,2023-11-02 02:45:32,Branch 8,"6S_Burger, 1S_Fries, 2S_Drink"
349,2023-06-11 11:49:09,Branch 3,"7S_Burger, 4S_Fries, 7S_Drink"
350,2023-04-07 11:13:08,Branch 10,"2S_Fries, 3S_Drink"
351,2023-10-16 22:28:12,Branch 10,"1S_Burger, 5S_Fries, 4S_Drink"
352,2023-09-17 01:42:41,Branch 9,7S_Drink
353,2023-09-16 11:09:38,Branch 1,"3S_Burger, 2S_Fries"
354,2023-12-30 21:05:42,Branch 3,"5S_Fries, 5S_Drink"
355,2023-11-07 00:44:22,Branch 10,"2S_Burger, 4S_Fries, 2S_Drink"
356,2023-12-31 16:40:57,Branch 10,"3S_Burger, 1S_Fries, 4S_Drink"
357,2023-02-11 11:06:40,Branch 1,"1S_Fries, 5S_Drink"
358,2023-09-11 04:24:02,Branch 8,"7S_Burger, 4S_Fries, 3S_Drink"
359,2023-07-22 05:08:06,Branch 6,"5S_Burger, 1S_Fries"
360,2023-11-10 16:37:52,Branch 6,"5S_Burger, 7S_Fries, 1S_Drink"
361,2023-07-01 03:42:10,Branch 4,"6S_Burger, 5S_Fries, 4S_Drink"
362,2023-10-04 14:46:24,Branch 9,"3S_Burger, 6S_Fries"
363,2023-01-28 06:21:00,Branch 8,"4S_Burger, 6S_Fries, 6S_Drink"
364,2023-06-16 07:29:51,Branch 7,"1S_Burger, 3S_Fries, 3S_Drink"
365,2023-09-16 00:29:19,Branch 4,"3S_Burger, 2S_Fries, 3S_Drink"
366,2023-12-05 23:33:56,Branch 3,"7S_Burger, 1S_Drink"
367,2023-01-23 12:07:12,Branch 8,"5S_Burger, 6S_Fries, 2S_Drink"
368,2023-03-03 02:05:00,Branch 3,"6S_Burger, 4S_Drink"
369,2023-10-27 09:16:59,Branch 1,"7S_Burger, 7S_Fries, 1S_Drink"
370,2023-04-10 18:13:13,Branch 1,"5S_Fries, 1S_Drink"
371,2023-09-09 23:43:04,Branch 10,"3S_Burger, 3S_Drink"
372,2023-11-04 05:00:40,Branch 2,"5S_Burger, 2S_Fries, 1S_Drink"
373,2023-12-15 03:15:50,Branch 1,"2S_Burger, 4S_Fries, 4S_Drink"
374,2023-11-07 10:34:36,Branch 2,"1S_Burger, 3S_Fries, 3S_Drink"
375,2023-04-01 23:42:12,Branch 8,"4S_Fries, 6S_Drink"
376,2023-01-03 06:45:37,Branch 3,"4S_Burger, 2S_Fries, 7S_Drink"
377,2023-06-21 23:51:22,Branch 2,"7S_Burger, 4S_Fries, 1S_Drink"
378,2023-08-10 13:19:26,Branch 1,"7S_Burger, 5S_Fries, 6S_Drink"
379,2023-08-08 19:40:28,Branch 1,1S_Drink
380,2023-09-22 17:51:07,Branch 4,"4S_Burger, 6S_Fries, 4S_Drink"
381,2023-09-18 18:10:25,Branch 9,"3S_Fries, 2S_Drink"
382,2023-06-02 17:07:56,Branch 1,"7S_Fries, 7S_Drink"
383,2023-03-17 21:49:23,Branch 4,"1S_Burger, 1S_Drink"
384,2023-07-27 17:23:49,Branch 10,"2S_Burger, 2S_Fries, 7S_Drink"
385,2023-04-03 17:50:25,Branch 4,"5S_Burger, 4S_Fries, 5S_Drink"
386,2023-07-20 11:47:30,Branch 10,"1S_Burger, 6S_Fries, 1S_Drink"
387,2023-01-10 11:36:37,Branch 7,"3S_Burger, 2S_Fries, 5S_Drink"
388,2023-07-04 05:00:28,Branch 5,"5S_Burger, 7S_Fries, 3S_Drink"
389,2023-04-02 02:30:20,Branch 1,"5S_Burger, 3S_Fries, 3S_Drink"
390,2023-01-21 02:30:56,Branch 8,"4S_Burger, 7S_Fries, 3S_Drink"
391,2023-08-03 08:57:17,Branch 2,"1S_Burger, 4S_Fries, 5S_Drink"
392,2023-09-26 13:35:34,Branch 4,"3S_Burger, 7S_Fries, 7S_Drink"
393,2023-12-25 20:08:39,Branch 3,"4S_Burger, 7S_Fries, 6S_Drink"
394,2023-04-13 04:57:31,Branch 1,"2S_Burger, 5S_Fries, 4S_Drink"
395,2023-02-26 01:27:12,Branch 2,"3S_Burger, 6S_Fries"
396,2023-01-31 00:22:56,Branch 8,"4S_Burger, 6S_Fries, 3S_Drink"
397,2023-06-10 03:55:26,Branch 10,"3S_Burger, 1S_Fries, 5S_Drink"
398,2023-11-11 11:08:30,Branch 3,"3S_Burger, 1S_Drink"
399,2023-11-07 08:19:28,Branch 6,"7S_Burger, 5S_Fries"
400,2023-05-22 07:34:52,Branch 5,"7S_Burger, 5S_Fries"
401,2023-04-23 07:41:07,Branch 2,"7S_Fries, 3S_Drink"
402,2023-02-17 10:47:13,Branch 3,"4S_Burger, 2S_Drink"
403,2023-01-21 15:39:32,Branch 3,"5S_Burger, 1S_Fries, 7S_Drink"
404,2023-07-08 04:29:32,Branch 8,7S_Drink
405,2023-01-07 11:57:29,Branch 9,"4S_Burger, 1S_Fries, 7S_Drink"
406,2023-02-12 20:10:34,Branch 3,"1S_Burger, 4S_Fries, 1S_Drink"
407,2023-11-26 06:07:47,Branch 10,"4S_Burger, 1S_Fries, 7S_Drink"
408,2023-08-21 06:36:08,Branch 10,4S_Drink
409,2023-08-11 19:28:04,Branch 4,"7S_Burger, 3S_Fries"
410,2023-10-31 05:11:20,Branch 10,"5S_Burger, 2S_Fries"
411,2023-04-14 21:58:04,Branch 2,"1S_Burger, 2S_Fries, 4S_Drink"
412,2023-06-22 09:32:20,Branch 2,"6S_Burger, 6S_Fries, 2S_Drink"
413,2023-05-13 05:03:10,Branch 3,"2S_Burger, 7S_Fries, 3S_Drink"
414,2023-09-19 00:45:41,Branch 8,"3S_Burger, 6S_Fries, 7S_Drink"
415,2023-06-18 04:18:01,Branch 6,"6S_Burger, 7S_Fries"
416,2023-09-23 11:20:53,Branch 1,"2S_Fries, 5S_Drink"
417,2023-12-29 09:36:38,Branch 6,"7S_Burger, 7S_Fries, 1S_Drink"
418,2023-09-26 05:19:49,Branch 9,"5S_Burger, 1S_Drink"
419,2023-06-20 00:52:24,Branch 7,"2S_Burger, 6S_Fries, 7S_Drink"
420,2023-03-05 06:58:24,Branch 2,"6S_Burger, 1S_Fries, 3S_Drink"
421,2023-11-15 06:09:17,Branch 8,"7S_Burger, 4S_Fries, 7S_Drink"
422,2023-10-14 03:33:31,Branch 3,"5S_Burger, 7S_Fries, 6S_Drink"
423,2023-04-21 05:08:54,Branch 1,"2S_Burger, 4S_Fries, 3S_Drink"
424,2023-04-28 04:58:21,Branch 1,"5S_Burger, 1S_Drink"
425,2023-12-18 20:47:47,Branch 10,"3S_Burger, 7S_Fries, 3S_Drink"
426,2023-07-03 16:47:51,Branch 6,"7S_Burger, 5S_Fries, 6S_Drink"
427,2023-09-27 10:12:16,Branch 3,"3S_Burger, 3S_Fries, 3S_Drink"
428,2023-09-25 19:16:19,Branch 2,"4S_Burger, 3S_Fries, 6S_Drink"
429,2023-07-18 07:06:13,Branch 1,3S_Fries
430,2023-03-18 22:12:36,Branch 2,"2S_Burger, 4S_Fries, 2S_Drink"
431,2023-01-10 08:23:52,Branch 8,"1S_Burger, 3S_Fries, 4S_Drink"
432,2023-02-05 21:02:16,Branch 2,"4S_Burger, 5S_Fries, 4S_Drink"
433,2023-04-06 22:15:24,Branch 5,"2S_Burger, 3S_Drink"
434,2023-11-11 13:57:46,Branch 7,"5S_Burger, 5S_Fries, 3S_Drink"
435,2023-12-31 21:20:14,Branch 10,"4S_Burger, 6S_Fries"
436,2023-08-26 12:23:53,Branch 2,"5S_Burger, 6S_Fries, 6S_Drink"
437,2023-12-12 17:31:15,Branch 6,"4S_Burger, 7S_Fries, 5S_Drink"
438,2023-09-22 06:38:14,Branch 4,"1S_Burger, 1S_Fries, 6S_Drink"
439,2023-10-22 23:24:39,Branch 8,"3S_Burger, 1S_Fries, 5S_Drink"
440,2023-12-22 15:47:41,Branch 8,"1S_Burger, 4S_Fries, 6S_Drink"
441,2023-12-03 16:06:44,Branch 7,"6S_Fries, 5S_Drink"
442,2023-10-10 22:49:18,Branch 10,"2S_Burger, 1S_Fries, 4S_Drink"
443,2023-05-08 06:43:50,Branch 8,4S_Burger
444,2023-10-19 18:46:37,Branch 9,"7S_Burger, 6S_Fries"
445,2023-05-30 07:45:54,Branch 1,"6S_Burger, 7S_Fries, 1S_Drink"
446,2023-12-30 04:48:44,Branch 3,"7S_Burger, 6S_Fries, 4S_Drink"
447,2023-02-28 15:14:29,Branch 8,"4S_Burger, 6S_Fries, 5S_Drink"
448,2023-09-06 18:21:43,Branch 5,"6S_Burger, 7S_Fries, 3S_Drink"
449,2023-05-25 07:38:10,Branch 5,"3S_Fries, 6S_Drink"
450,2023-10-05 03:55:40,Branch 9,"5S_Burger, 2S_Fries, 5S_Drink"
451,2023-09-05 15:41:01,Branch 9,"6S_Burger, 6S_Fries"
452,2023-05-31 06:04:28,Branch 9,"1S_Burger, 1S_Fries"
453,2023-08-26 17:18:14,Branch 2,"2S_Burger, 2S_Drink"
454,2023-10-01 12:32:15,Branch 4,
455,2023-10-06 04:45:00,Branch 8,"4S_Burger, 6S_Fries, 5S_Drink"
456,2023-06-09 06:14:11,Branch 10,"7S_Fries, 4S_Drink"
457,2023-03-12 20:21:06,Branch 6,"7S_Burger, 6S_Fries"
458,2023-02-20 01:13:14,Branch 7,"7S_Burger, 4S_Fries, 3S_Drink"
459,2023-08-24 16:10:54,Branch 3,"6S_Burger, 5S_Fries, 1S_Drink"
460,2023-09-10 01:25:01,Branch 8,"1S_Burger, 5S_Fries, 1S_Drink"
461,2023-10-09 15:18:13,Branch 9,"2S_Burger, 6S_Fries, 7S_Drink"
462,2023-06-20 10:42:08,Branch 4,"5S_Fries, 6S_Drink"
463,2023-09-03 00:42:01,Branch 10,"7S_Fries, 3S_Drink"
464,2023-10-28 20:03:20,Branch 8,"7S_Burger, 4S_Fries, 4S_Drink"
465,2023-05-06 16:09:43,Branch 9,"4S_Burger, 4S_Fries, 4S_Drink"
466,2023-11-23 01:48:12,Branch 3,"3S_Burger, 4S_Fries, 4S_Drink"
467,2023-11-20 13:45:18,Branch 9,"4S_Burger, 6S_Fries, 2S_Drink"
468,2023-04-13 00:15:35,Branch 2,"2S_Burger, 4S_Fries, 5S_Drink"
469,2023-01-18 23:29:24,Branch 1,"6S_Burger, 6S_Fries, 6S_Drink"
470,2023-08-17 16:24:21,Branch 5,"3S_Fries, 5S_Drink"
471,2023-11-22 11:35:16,Branch 5,"2S_Burger, 5S_Fries, 5S_Drink"
472,2023-05-21 05:41:45,Branch 2,"3S_Burger, 5S_Fries, 7S_Drink"
473,2023-03-14 10:30:53,Branch 1,"2S_Burger, 6S_Fries, 1S_Drink"
474,2023-10-18 10:45:08,Branch 4,"4S_Burger, 7S_Fries, 6S_Drink"
475,2023-06-08 03:08:02,Branch 3,"1S_Burger, 6S_Fries"
476,2023-08-04 19:50:56,Branch 8,"1S_Fries, 7S_Drink"
477,2023-11-17 14:55:40,Branch 8,"7S_Burger, 2S_Fries, 4S_Drink"
478,2023-04-06 12:33:30,Branch 7,"6S_Burger, 3S_Fries, 3S_Drink"
479,2023-03-04 02:04:04,Branch 5,"2S_Burger, 6S_Fries, 5S_Drink"
480,2023-08-26 13:36:36,Branch 9,"6S_Burger, 2S_Fries, 3S_Drink"
481,2023-03-19 13:32:50,Branch 2,"7S_Burger, 4S_Fries, 2S_Drink"
482,2023-11-26 06:44:35,Branch 4,"3S_Burger, 7S_Fries, 5S_Drink"
483,2023-07-24 02:06:12,Branch 8,"5S_Fries, 7S_Drink"
484,2023-11-12 08:37:00,Branch 5,"6S_Burger, 6S_Fries, 7S_Drink"
485,2023-06-11 20:43:06,Branch 3,"4S_Burger, 7S_Fries, 6S_Drink"
486,2023-12-28 08:49:11,Branch 9,"3S_Burger, 4S_Fries"
487,2023-06-20 23:24:09,Branch 10,"3S_Burger, 6S_Fries, 1S_Drink"
488,2023-10-16 21:51:25,Branch 1,"2S_Fries, 3S_Drink"
489,2023-11-29 20:34:32,Branch 3,"6S_Burger, 1S_Fries"
490,2023-09-23 13:53:06,Branch 1,"7S_Burger, 7S_Fries, 5S_Drink"
491,2023-05-14 00:59:45,Branch 6,"1S_Burger, 5S_Fries, 4S_Drink"
492,2023-09-01 17:01:58,Branch 1,"6S_Burger, 7S_Fries, 4S_Drink"
493,2023-12-27 15:41:48,Branch 7,"5S_Burger, 7S_Fries"
494,2023-10-30 04:34:41,Branch 4,"3S_Fries, 7S_Drink"
495,2023-04-05 07:40:08,Branch 9,"2S_Burger, 1S_Fries, 6S_Drink"
496,2023-05-06 00:48:53,Branch 10,"1S_Burger, 4S_Fries, 3S_Drink"
497,2023-04-01 08:34:59,Branch 6,"1S_Burger, 6S_Fries"
498,2023-10-14 03:43:09,Branch 6,"3S_Burger, 1S_Fries, 1S_Drink"
499,2023-05-28 07:10:41,Branch 4,"2S_Burger, 4S_Fries"
500,2023-05-21 17:26:28,Branch 9,"1S_Burger, 3S_Fries, 3S_Drink"
501,2023-08-01 04:08:10,Branch 10,"5S_Burger, 1S_Fries, 1S_Drink"
502,2023-10-10 02:00:44,Branch 7,"7S_Burger, 2S_Fries, 4S_Drink"
503,2023-07-16 09:31:24,Branch 9,"3S_Burger, 2S_Drink"
504,2023-05-08 00:25:13,Branch 4,"4S_Burger, 7S_Fries, 7S_Drink"
505,2023-01-11 12:43:45,Branch 7,"4S_Burger, 6S_Fries"
506,2023-06-06 02:33:33,Branch 5,"7S_Burger, 5S_Fries"
507,2023-11-04 00:51:23,Branch 5,"1S_Burger, 7S_Fries"
508,2023-03-28 17:30:58,Branch 6,"3S_Burger, 5S_Fries"
509,2023-12-15 18:08:13,Branch 3,"5S_Burger, 7S_Fries, 4S_Drink"
510,2023-02-15 19:23:30,Branch 9,"2S_Burger, 1S_Fries, 3S_Drink"
511,2023-10-16 11:39:34,Branch 7,"2S_Burger, 7S_Fries, 2S_Drink"
512,2023-07-10 03:30:19,Branch 3,"5S_Fries, 2S_Drink"
513,2023-07-05 07:38:39,Branch 1,"6S_Burger, 2S_Fries, 7S_Drink"
514,2023-07-03 01:04:54,Branch 8,"7S_Burger, 3S_Fries, 2S_Drink"
515,2023-03-20 19:00:06,Branch 6,"6S_Burger, 1S_Fries"
516,2023-01-26 20:54:01,Branch 7,"5S_Burger, 6S_Fries, 2S_Drink"
517,2023-02-01 20:12:26,Branch 7,"2S_Burger, 3S_Fries, 3S_Drink"
518,2023-02-22 05:44:49,Branch 5,"7S_Burger, 7S_Fries, 4S_Drink"
519,2023-10-03 07:01:27,Branch 8,"7S_Burger, 4S_Fries, 4S_Drink"
520,2023-12-23 11:13:41,Branch 1,"6S_Burger, 4S_Fries, 5S_Drink"
521,2023-04-24 09:29:14,Branch 7,"5S_Burger, 2S_Fries, 7S_Drink"
522,2023-12-31 16:08:45,Branch 1,"7S_Burger, 5S_Fries, 1S_Drink"
523,2023-12-04 18:05:21,Branch 5,"2S_Burger, 5S_Fries, 7S_Drink"
524,2023-09-25 16:02:52,Branch 6,"7S_Burger, 6S_Fries"
525,2023-07-14 07:03:05,Branch 3,"4S_Burger, 5S_Fries"
526,2023-02-10 05:08:36,Branch 5,"4S_Burger, 4S_Fries, 6S_Drink"
527,2023-09-26 07:33:16,Branch 7,"2S_Burger, 2S_Fries, 3S_Drink"
528,2023-04-22 05:20:03,Branch 1,"3S_Burger, 6S_Fries, 2S_Drink"
529,2023-11-04 13:57:45,Branch 8,"7S_Fries, 5S_Drink"
530,2023-04-15 18:46:57,Branch 3,"2S_Burger, 2S_Fries, 6S_Drink"
531,2023-08-26 08:30:34,Branch 2,"5S_Burger, 2S_Fries, 1S_Drink"
532,2023-06-30 23:01:12,Branch 5,"6S_Burger, 1S_Fries, 3S_Drink"
533,2023-10-11 23:46:52,Branch 9,"3S_Burger, 5S_Fries, 4S_Drink"
534,2023-06-12 23:53:18,Branch 8,"4S_Burger, 7S_Fries, 2S_Drink"
535,2023-02-10 13:05:58,Branch 8,"2S_Burger, 6S_Fries, 1S_Drink"
536,2023-07-28 15:37:58,Branch 8,"1S_Burger, 3S_Fries"
537,2023-11-01 01:19:57,Branch 7,6S_Drink
538,2023-04-30 19:34:43,Branch 5,"6S_Burger, 3S_Drink"
539,2023-05-23 12:09:07,Branch 6,"5S_Burger, 6S_Fries, 6S_Drink"
540,2023-03-31 12:36:02,Branch 1,"3S_Burger, 1S_Drink"
541,2023-01-19 15:55:23,Branch 9,"2S_Burger, 1S_Fries, 2S_Drink"
542,2023-03-02 17:05:22,Branch 2,"3S_Burger, 5S_Fries, 1S_Drink"
543,2023-12-07 17:27:12,Branch 2,"5S_Burger, 2S_Drink"
544,2023-06-28 15:40:53,Branch 1,"7S_Burger, 2S_Fries, 3S_Drink"
545,2023-01-07 17:26:02,Branch 6,"2S_Burger, 6S_Fries, 2S_Drink"
546,2023-05-28 23:48:58,Branch 4,"7S_Burger, 3S_Fries, 6S_Drink"
547,2023-12-29 18:27:16,Branch 5,"4S_Burger, 5S_Fries, 2S_Drink"
548,2023-04-16 02:40:27,Branch 8,"5S_Burger, 2S_Drink"
549,2023-03-08 11:45:00,Branch 5,"4S_Burger, 3S_Fries, 5S_Drink"
550,2023-07-17 17:26:27,Branch 10,"4S_Burger, 6S_Fries, 4S_Drink"
551,2023-03-25 09:32:22,Branch 6,"6S_Burger, 3S_Fries, 6S_Drink"
552,2023-04-15 01:23:32,Branch 3,"2S_Burger, 1S_Fries, 2S_Drink"
553,2023-11-21 00:36:46,Branch 9,"7S_Burger, 6S_Fries, 5S_Drink"
554,2023-02-15 11:58:29,Branch 4,"2S_Burger, 4S_Fries, 2S_Drink"
555,2023-10-28 01:38:20,Branch 1,"2S_Burger, 1S_Fries, 6S_Drink"
556,2023-05-16 10:50:50,Branch 2,"1S_Burger, 5S_Fries, 3S_Drink"
557,2023-06-10 23:24:05,Branch 2,"3S_Burger, 4S_Fries, 7S_Drink"
558,2023-08-29 03:04:50,Branch 4,"7S_Burger, 4S_Fries, 4S_Drink"
559,2023-02-22 10:32:47,Branch 9,"1S_Burger, 2S_Fries, 1S_Drink"
560,2023-05-26 05:00:52,Branch 7,"5S_Burger, 5S_Fries, 2S_Drink"
561,2023-02-08 22:36:38,Branch 3,"3S_Burger, 6S_Drink"
562,2023-07-26 07:40:42,Branch 7,"4S_Burger, 5S_Fries, 4S_Drink"
563,2023-04-05 02:12:45,Branch 6,"6S_Burger, 6S_Fries, 4S_Drink"
564,2023-04-07 16:37:14,Branch 6,"1S_Burger, 1S_Fries, 3S_Drink"
565,2023-10-28 05:42:01,Branch 10,"2S_Burger, 4S_Fries, 3S_Drink"
566,2023-08-10 00:33:25,Branch 10,"2S_Burger, 5S_Fries, 1S_Drink"
567,2023-09-05 12:20:53,Branch 3,"3S_Burger, 6S_Fries, 4S_Drink"
568,2023-01-02 22:02:11,Branch 3,"1S_Burger, 2S_Fries, 1S_Drink"
569,2023-10-03 13:40:54,Branch 9,"2S_Burger, 5S_Fries, 4S_Drink"
570,2023-01-05 10:12:55,Branch 4,"4S_Burger, 3S_Fries"
571,2023-06-24 14:58:06,Branch 2,"4S_Burger, 6S_Fries, 7S_Drink"
572,2023-08-12 20:49:16,Branch 8,"7S_Burger, 3S_Fries, 3S_Drink"
573,2023-09-19 01:54:31,Branch 7,"3S_Burger, 1S_Fries, 6S_Drink"
574,2023-08-16 10:20:22,Branch 2,"6S_Fries, 2S_Drink"
575,2023-03-27 19:08:44,Branch 10,"6S_Burger, 7S_Fries, 7S_Drink"
576,2023-08-31 23:55:54,Branch 2,"4S_Burger, 7S_Fries, 4S_Drink"
577,2023-03-19 17:34:17,Branch 7,"1S_Burger, 1S_Fries, 1S_Drink"
578,2023-04-01 03:43:09,Branch 10,"4S_Burger, 5S_Fries, 1S_Drink"
579,2023-10-25 07:12:17,Branch 1,"2S_Burger, 3S_Fries"
580,2023-12-16 00:54:15,Branch 10,"1S_Burger, 2S_Drink"
581,2023-08-06 06:21:10,Branch 3,"1S_Burger, 6S_Drink"
582,2023-05-05 23:56:06,Branch 8,"3S_Burger, 3S_Fries, 4S_Drink"
583,2023-07-23 02:32:55,Branch 4,"5S_Burger, 1S_Fries, 1S_Drink"
584,2023-05-06 23:48:29,Branch 3,"2S_Burger, 5S_Fries, 1S_Drink"
585,2023-08-31 00:18:18,Branch 7,"1S_Burger, 6S_Fries, 1S_Drink"
586,2023-09-13 10:37:50,Branch 9,"2S_Burger, 3S_Fries, 3S_Drink"
587,2023-10-25 02:41:36,Branch 3,"1S_Burger, 2S_Fries, 6S_Drink"
588,2023-08-20 07:25:57,Branch 2,"5S_Fries, 3S_Drink"
589,2023-05-09 03:15:58,Branch 5,"4S_Burger, 5S_Fries, 3S_Drink"
590,2023-07-24 23:46:08,Branch 9,"1S_Burger, 1S_Fries, 4S_Drink"
591,2023-12-07 20:02:58,Branch 6,"5S_Burger, 5S_Fries, 1S_Drink"
592,2023-07-14 18:06:13,Branch 6,"4S_Fries, 3S_Drink"
593,2023-09-18 05:21:25,Branch 7,"5S_Burger, 6S_Fries, 3S_Drink"
594,2023-04-15 19:50:21,Branch 2,"3S_Burger, 4S_Fries, 6S_Drink"
595,2023-11-04 15:17:00,Branch 6,"5S_Burger, 3S_Fries, 3S_Drink"
596,2023-11-03 00:36:05,Branch 9,"3S_Burger, 6S_Fries, 5S_Drink"
597,2023-09-02 23:33:01,Branch 7,"1S_Burger, 7S_Fries, 7S_Drink"
598,2023-01-21 10:39:49,Branch 4,"6S_Burger, 3S_Fries, 7S_Drink"
599,2023-11-07 18:12:50,Branch 1,"5S_Burger, 7S_Fries, 3S_Drink"
600,2023-09-20 17:41:31,Branch 7,"2S_Burger, 3S_Drink"
601,2023-05-21 04:10:16,Branch 4,"6S_Burger, 7S_Fries, 7S_Drink"
602,2023-04-23 02:42:16,Branch 9,"6S_Fries, 6S_Drink"
603,2023-01-28 17:36:43,Branch 3,"4S_Burger, 6S_Fries, 4S_Drink"
604,2023-11-11 21:21:56,Branch 9,"4S_Burger, 4S_Fries, 4S_Drink"
605,2023-04-19 14:57:43,Branch 2,"7S_Fries, 7S_Drink"
606,2023-01-08 20:32:38,Branch 7,"4S_Burger, 4S_Fries"
607,2023-01-03 03:39:37,Branch 6,3S_Burger
608,2023-10-14 04:22:46,Branch 7,"7S_Burger, 7S_Drink"
609,2023-12-15 15:15:54,Branch 1,"3S_Burger, 5S_Fries, 5S_Drink"
610,2023-05-10 22:39:40,Branch 9,"1S_Burger, 7S_Fries, 7S_Drink"
611,2023-06-02 19:58:18,Branch 1,"7S_Burger, 2S_Drink"
612,2023-06-13 14:04:05,Branch 9,"5S_Burger, 6S_Fries, 1S_Drink"
613,2023-03-31 19:40:04,Branch 5,"6S_Burger, 1S_Fries, 2S_Drink"
614,2023-01-05 14:48:45,Branch 8,"2S_Burger, 1S_Fries, 6S_Drink"
615,2023-02-20 23:04:47,Branch 2,"3S_Burger, 2S_Fries, 1S_Drink"
616,2023-06-13 02:56:34,Branch 3,6S_Burger
617,2023-06-01 22:13:52,Branch 6,"1S_Burger, 6S_Fries, 7S_Drink"
618,2023-12-24 08:46:02,Branch 8,"3S_Burger, 7S_Fries, 3S_Drink"
619,2023-11-30 20:25:56,Branch 10,"7S_Burger, 6S_Fries, 4S_Drink"
620,2023-10-11 21:18:57,Branch 9,"6S_Burger, 6S_Drink"
621,2023-01-15 21:15:24,Branch 5,"1S_Burger, 2S_Drink"
622,2023-01-24 00:51:41,Branch 6,"7S_Burger, 4S_Fries, 5S_Drink"
623,2023-01-27 17:30:12,Branch 7,"6S_Burger, 7S_Fries, 1S_Drink"
624,2023-08-02 08:45:55,Branch 5,7S_Drink
625,2023-09-04 19:41:30,Branch 2,2S_Fries
626,2023-02-20 04:08:34,Branch 5,"7S_Burger, 1S_Fries, 7S_Drink"
627,2023-03-04 03:26:54,Branch 5,"4S_Burger, 2S_Drink"
628,2023-05-25 15:38:09,Branch 9,"2S_Burger, 6S_Fries"
629,2023-05-07 23:11:14,Branch 3,"7S_Burger, 4S_Fries, 6S_Drink"
630,2023-10-11 13:03:50,Branch 2,"7S_Fries, 4S_Drink"
631,2023-07-20 10:24:21,Branch 1,"6S_Burger, 4S_Fries, 2S_Drink"
632,2023-06-07 17:50:50,Branch 10,"6S_Burger, 2S_Fries, 7S_Drink"
633,2023-09-01 15:27:42,Branch 4,"2S_Burger, 2S_Fries, 7S_Drink"
634,2023-01-02 02:43:10,Branch 8,"1S_Burger, 6S_Fries, 1S_Drink"
635,2023-01-06 11:52:17,Branch 4,"2S_Burger, 5S_Fries, 3S_Drink"
636,2023-12-04 04:46:30,Branch 10,"7S_Burger, 4S_Fries, 3S_Drink"
637,2023-01-08 06:34:22,Branch 8,"2S_Burger, 4S_Fries, 4S_Drink"
638,2023-07-13 02:33:41,Branch 10,"5S_Fries, 2S_Drink"
639,2023-11-07 21:57:28,Branch 6,"7S_Burger, 7S_Drink"
640,2023-09-20 04:27:13,Branch 9,"4S_Burger, 3S_Fries, 5S_Drink"
641,2023-02-27 02:02:39,Branch 8,"5S_Burger, 5S_Fries, 7S_Drink"
642,2023-02-28 14:21:31,Branch 2,"6S_Burger, 4S_Fries, 6S_Drink"
643,2023-09-07 17:10:35,Branch 4,"3S_Burger, 7S_Fries, 4S_Drink"
644,2023-06-15 15:39:12,Branch 4,"5S_Burger, 1S_Fries, 4S_Drink"
645,2023-12-30 05:22:12,Branch 9,"6S_Burger, 6S_Fries"
646,2023-07-06 04:41:47,Branch 2,"4S_Burger, 2S_Fries"
647,2023-01-01 10:42:03,Branch 4,"6S_Burger, 6S_Fries, 3S_Drink"
648,2023-10-19 12:29:07,Branch 8,"3S_Burger, 4S_Fries, 3S_Drink"
649,2023-04-16 10:46:19,Branch 7,"2S_Burger, 3S_Fries"
650,2023-09-21 11:39:10,Branch 5,"3S_Burger, 2S_Drink"
651,2023-05-31 23:26:38,Branch 2,"5S_Burger, 1S_Fries, 7S_Drink"
